,author_pair,co-paper_id,co-times,authors_paper_num,co-occurrence_val
16721,"('Choo SP', 'Hu R')",[],0,"(1, 1)",0.0
16722,"('Choo SP', 'Ferreira A')",[],0,"(1, 1)",0.0
16723,"('Choo SP', 'Gerasimov AV')",[],0,"(1, 1)",0.0
16724,"('Choo SP', 'Garosi G')",[],0,"(1, 1)",0.0
16725,"('Choo SP', 'Song G')",[],0,"(1, 1)",0.0
16726,"('Choo SP', 'Zhang M')",[],0,"(1, 1)",0.0
16727,"('Choo SP', 'Zhou C')",[],0,"(1, 1)",0.0
16728,"('Choo SP', 'Peng D')",[],0,"(1, 1)",0.0
16729,"('Choo SP', 'Chen YM.')",[],0,"(1, 1)",0.0
16730,"('Yin K', 'Dao T')",[],0,"(1, 1)",0.0
16731,"('Yin K', 'Hoefele J')",[],0,"(1, 1)",0.0
16732,"('Yin K', 'Nagel M')",[],0,"(1, 1)",0.0
16733,"('Yin K', 'Figueiredo I')",[],0,"(1, 1)",0.0
16734,"('Yin K', 'Sumanasuriya S')",[],0,"(1, 1)",0.0
16735,"('Yin K', 'Ma YT')",[],0,"(1, 1)",0.0
16736,"('Yin K', 'Campistol J')",[],0,"(1, 1)",0.0
16737,"('Yin K', 'Tang D')",[],0,"(1, 1)",0.0
16738,"('Yin K', 'G\xc3\xa9rolami R')",[],0,"(1, 1)",0.0
16739,"('Yin K', 'Sheng W')",[],0,"(1, 1)",0.0
16740,"('Yin K', 'Thongsawat S')",[],0,"(1, 1)",0.0
16741,"('Yin K', 'Lim HY')",[],0,"(1, 1)",0.0
16742,"('Yin K', 'Bergamaschi M')",[],0,"(1, 1)",0.0
16743,"('Yin K', 'Zhou Q')",[],0,"(1, 1)",0.0
16744,"('Yin K', 'Garavaglia B')",[],0,"(1, 1)",0.0
16745,"('Yin K', 'Zhang T')",[7],1,"(1, 1)",1.0
16746,"('Yin K', 'Liang L')",[],0,"(1, 1)",0.0
16747,"('Yin K', 'Orcesi S.')",[],0,"(1, 1)",0.0
16748,"('Yin K', 'Kuligina EV')",[],0,"(1, 1)",0.0
16749,"('Yin K', 'Nardocci N')",[],0,"(1, 1)",0.0
16750,"('Yin K', 'Ding Y')",[],0,"(1, 1)",0.0
16751,"('Yin K', 'Palumbo GA')",[],0,"(1, 1)",0.0
16752,"('Yin K', 'Shi LP')",[],0,"(1, 1)",0.0
16753,"('Yin K', 'Huang Z')",[],0,"(1, 1)",0.0
16754,"('Yin K', 'Chuai S')",[],0,"(1, 1)",0.0
16755,"('Yin K', 'Torra R')",[],0,"(1, 1)",0.0
16756,"('Yin K', 'Liu S')",[],0,"(1, 1)",0.0
16757,"('Yin K', 'An T')",[],0,"(1, 1)",0.0
16758,"('Yin K', 'Guida M.')",[],0,"(1, 1)",0.0
16759,"('Yin K', 'Cao Y')",[],0,"(1, 1)",0.0
16760,"('Yin K', 'Huang W')",[],0,"(1, 1)",0.0
16761,"('Yin K', 'Zhao Q')",[7],1,"(1, 1)",1.0
16762,"('Yin K', 'Cavazzini F')",[],0,"(1, 1)",0.0
16763,"('Yin K', 'Yeo W')",[],0,"(1, 1)",0.0
16764,"('Yin K', 'Brunak S')",[],0,"(1, 1)",0.0
16765,"('Yin K', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
16766,"('Yin K', 'Lamlertthon W')",[],0,"(1, 1)",0.0
16767,"('Yin K', 'Guo J')",[7],1,"(1, 1)",1.0
16768,"('Yin K', 'Peng F')",[],0,"(1, 1)",0.0
16769,"('Yin K', 'Bartoletti D')",[],0,"(1, 1)",0.0
16770,"('Yin K', 'Hu R')",[],0,"(1, 1)",0.0
16771,"('Yin K', 'Ferreira A')",[],0,"(1, 1)",0.0
16772,"('Yin K', 'Gerasimov AV')",[],0,"(1, 1)",0.0
16773,"('Yin K', 'Garosi G')",[],0,"(1, 1)",0.0
16774,"('Yin K', 'Song G')",[],0,"(1, 1)",0.0
16775,"('Yin K', 'Zhang M')",[],0,"(1, 1)",0.0
16776,"('Yin K', 'Zhou C')",[],0,"(1, 1)",0.0
16777,"('Yin K', 'Peng D')",[],0,"(1, 1)",0.0
16778,"('Yin K', 'Chen YM.')",[],0,"(1, 1)",0.0
16779,"('Dao T', 'Hoefele J')",[],0,"(1, 1)",0.0
16780,"('Dao T', 'Nagel M')",[],0,"(1, 1)",0.0
16781,"('Dao T', 'Figueiredo I')",[],0,"(1, 1)",0.0
16782,"('Dao T', 'Sumanasuriya S')",[],0,"(1, 1)",0.0
16783,"('Dao T', 'Ma YT')",[12],1,"(1, 1)",1.0
16784,"('Dao T', 'Campistol J')",[],0,"(1, 1)",0.0
16785,"('Dao T', 'Tang D')",[],0,"(1, 1)",0.0
16786,"('Dao T', 'G\xc3\xa9rolami R')",[12],1,"(1, 1)",1.0
16787,"('Dao T', 'Sheng W')",[],0,"(1, 1)",0.0
16788,"('Dao T', 'Thongsawat S')",[12],1,"(1, 1)",1.0
16789,"('Dao T', 'Lim HY')",[12],1,"(1, 1)",1.0
16790,"('Dao T', 'Bergamaschi M')",[],0,"(1, 1)",0.0
16791,"('Dao T', 'Zhou Q')",[],0,"(1, 1)",0.0
16792,"('Dao T', 'Garavaglia B')",[],0,"(1, 1)",0.0
16793,"('Dao T', 'Zhang T')",[],0,"(1, 1)",0.0
16794,"('Dao T', 'Liang L')",[],0,"(1, 1)",0.0
16795,"('Dao T', 'Orcesi S.')",[],0,"(1, 1)",0.0
16796,"('Dao T', 'Kuligina EV')",[],0,"(1, 1)",0.0
16797,"('Dao T', 'Nardocci N')",[],0,"(1, 1)",0.0
16798,"('Dao T', 'Ding Y')",[],0,"(1, 1)",0.0
16799,"('Dao T', 'Palumbo GA')",[],0,"(1, 1)",0.0
16800,"('Dao T', 'Shi LP')",[],0,"(1, 1)",0.0
16801,"('Dao T', 'Huang Z')",[],0,"(1, 1)",0.0
16802,"('Dao T', 'Chuai S')",[],0,"(1, 1)",0.0
16803,"('Dao T', 'Torra R')",[],0,"(1, 1)",0.0
16804,"('Dao T', 'Liu S')",[],0,"(1, 1)",0.0
16805,"('Dao T', 'An T')",[],0,"(1, 1)",0.0
16806,"('Dao T', 'Guida M.')",[],0,"(1, 1)",0.0
16807,"('Dao T', 'Cao Y')",[],0,"(1, 1)",0.0
16808,"('Dao T', 'Huang W')",[],0,"(1, 1)",0.0
16809,"('Dao T', 'Zhao Q')",[],0,"(1, 1)",0.0
16810,"('Dao T', 'Cavazzini F')",[],0,"(1, 1)",0.0
16811,"('Dao T', 'Yeo W')",[12],1,"(1, 1)",1.0
16812,"('Dao T', 'Brunak S')",[],0,"(1, 1)",0.0
16813,"('Dao T', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
16814,"('Dao T', 'Lamlertthon W')",[12],1,"(1, 1)",1.0
16815,"('Dao T', 'Guo J')",[],0,"(1, 1)",0.0
16816,"('Dao T', 'Peng F')",[],0,"(1, 1)",0.0
16817,"('Dao T', 'Bartoletti D')",[],0,"(1, 1)",0.0
16818,"('Dao T', 'Hu R')",[],0,"(1, 1)",0.0
16819,"('Dao T', 'Ferreira A')",[],0,"(1, 1)",0.0
16820,"('Dao T', 'Gerasimov AV')",[],0,"(1, 1)",0.0
16821,"('Dao T', 'Garosi G')",[],0,"(1, 1)",0.0
16822,"('Dao T', 'Song G')",[],0,"(1, 1)",0.0
16823,"('Dao T', 'Zhang M')",[],0,"(1, 1)",0.0
16824,"('Dao T', 'Zhou C')",[],0,"(1, 1)",0.0
16825,"('Dao T', 'Peng D')",[],0,"(1, 1)",0.0
16826,"('Dao T', 'Chen YM.')",[],0,"(1, 1)",0.0
16827,"('Hoefele J', 'Nagel M')",[10],1,"(1, 1)",1.0
16828,"('Hoefele J', 'Figueiredo I')",[],0,"(1, 1)",0.0
16829,"('Hoefele J', 'Sumanasuriya S')",[],0,"(1, 1)",0.0
16830,"('Hoefele J', 'Ma YT')",[],0,"(1, 1)",0.0
16831,"('Hoefele J', 'Campistol J')",[],0,"(1, 1)",0.0
16832,"('Hoefele J', 'Tang D')",[],0,"(1, 1)",0.0
16833,"('Hoefele J', 'G\xc3\xa9rolami R')",[],0,"(1, 1)",0.0
16834,"('Hoefele J', 'Sheng W')",[],0,"(1, 1)",0.0
16835,"('Hoefele J', 'Thongsawat S')",[],0,"(1, 1)",0.0
16836,"('Hoefele J', 'Lim HY')",[],0,"(1, 1)",0.0
16837,"('Hoefele J', 'Bergamaschi M')",[],0,"(1, 1)",0.0
16838,"('Hoefele J', 'Zhou Q')",[],0,"(1, 1)",0.0
16839,"('Hoefele J', 'Garavaglia B')",[],0,"(1, 1)",0.0
16840,"('Hoefele J', 'Zhang T')",[],0,"(1, 1)",0.0
16841,"('Hoefele J', 'Liang L')",[],0,"(1, 1)",0.0
16842,"('Hoefele J', 'Orcesi S.')",[],0,"(1, 1)",0.0
16843,"('Hoefele J', 'Kuligina EV')",[],0,"(1, 1)",0.0
16844,"('Hoefele J', 'Nardocci N')",[],0,"(1, 1)",0.0
16845,"('Hoefele J', 'Ding Y')",[],0,"(1, 1)",0.0
16846,"('Hoefele J', 'Palumbo GA')",[],0,"(1, 1)",0.0
16847,"('Hoefele J', 'Shi LP')",[],0,"(1, 1)",0.0
16848,"('Hoefele J', 'Huang Z')",[],0,"(1, 1)",0.0
16849,"('Hoefele J', 'Chuai S')",[],0,"(1, 1)",0.0
16850,"('Hoefele J', 'Torra R')",[10],1,"(1, 1)",1.0
16851,"('Hoefele J', 'Liu S')",[],0,"(1, 1)",0.0
16852,"('Hoefele J', 'An T')",[],0,"(1, 1)",0.0
16853,"('Hoefele J', 'Guida M.')",[],0,"(1, 1)",0.0
16854,"('Hoefele J', 'Cao Y')",[],0,"(1, 1)",0.0
16855,"('Hoefele J', 'Huang W')",[],0,"(1, 1)",0.0
16856,"('Hoefele J', 'Zhao Q')",[],0,"(1, 1)",0.0
16857,"('Hoefele J', 'Cavazzini F')",[],0,"(1, 1)",0.0
16858,"('Hoefele J', 'Yeo W')",[],0,"(1, 1)",0.0
16859,"('Hoefele J', 'Brunak S')",[],0,"(1, 1)",0.0
16860,"('Hoefele J', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
16861,"('Hoefele J', 'Lamlertthon W')",[],0,"(1, 1)",0.0
16862,"('Hoefele J', 'Guo J')",[],0,"(1, 1)",0.0
16863,"('Hoefele J', 'Peng F')",[],0,"(1, 1)",0.0
16864,"('Hoefele J', 'Bartoletti D')",[],0,"(1, 1)",0.0
16865,"('Hoefele J', 'Hu R')",[],0,"(1, 1)",0.0
16866,"('Hoefele J', 'Ferreira A')",[],0,"(1, 1)",0.0
16867,"('Hoefele J', 'Gerasimov AV')",[],0,"(1, 1)",0.0
16868,"('Hoefele J', 'Garosi G')",[10],1,"(1, 1)",1.0
16869,"('Hoefele J', 'Song G')",[],0,"(1, 1)",0.0
16870,"('Hoefele J', 'Zhang M')",[],0,"(1, 1)",0.0
16871,"('Hoefele J', 'Zhou C')",[],0,"(1, 1)",0.0
16872,"('Hoefele J', 'Peng D')",[],0,"(1, 1)",0.0
16873,"('Hoefele J', 'Chen YM.')",[],0,"(1, 1)",0.0
16874,"('Nagel M', 'Figueiredo I')",[],0,"(1, 1)",0.0
16875,"('Nagel M', 'Sumanasuriya S')",[],0,"(1, 1)",0.0
16876,"('Nagel M', 'Ma YT')",[],0,"(1, 1)",0.0
16877,"('Nagel M', 'Campistol J')",[],0,"(1, 1)",0.0
16878,"('Nagel M', 'Tang D')",[],0,"(1, 1)",0.0
16879,"('Nagel M', 'G\xc3\xa9rolami R')",[],0,"(1, 1)",0.0
16880,"('Nagel M', 'Sheng W')",[],0,"(1, 1)",0.0
16881,"('Nagel M', 'Thongsawat S')",[],0,"(1, 1)",0.0
16882,"('Nagel M', 'Lim HY')",[],0,"(1, 1)",0.0
16883,"('Nagel M', 'Bergamaschi M')",[],0,"(1, 1)",0.0
16884,"('Nagel M', 'Zhou Q')",[],0,"(1, 1)",0.0
16885,"('Nagel M', 'Garavaglia B')",[],0,"(1, 1)",0.0
16886,"('Nagel M', 'Zhang T')",[],0,"(1, 1)",0.0
16887,"('Nagel M', 'Liang L')",[],0,"(1, 1)",0.0
16888,"('Nagel M', 'Orcesi S.')",[],0,"(1, 1)",0.0
16889,"('Nagel M', 'Kuligina EV')",[],0,"(1, 1)",0.0
16890,"('Nagel M', 'Nardocci N')",[],0,"(1, 1)",0.0
16891,"('Nagel M', 'Ding Y')",[],0,"(1, 1)",0.0
16892,"('Nagel M', 'Palumbo GA')",[],0,"(1, 1)",0.0
16893,"('Nagel M', 'Shi LP')",[],0,"(1, 1)",0.0
16894,"('Nagel M', 'Huang Z')",[],0,"(1, 1)",0.0
16895,"('Nagel M', 'Chuai S')",[],0,"(1, 1)",0.0
16896,"('Nagel M', 'Torra R')",[10],1,"(1, 1)",1.0
16897,"('Nagel M', 'Liu S')",[],0,"(1, 1)",0.0
16898,"('Nagel M', 'An T')",[],0,"(1, 1)",0.0
16899,"('Nagel M', 'Guida M.')",[],0,"(1, 1)",0.0
16900,"('Nagel M', 'Cao Y')",[],0,"(1, 1)",0.0
16901,"('Nagel M', 'Huang W')",[],0,"(1, 1)",0.0
16902,"('Nagel M', 'Zhao Q')",[],0,"(1, 1)",0.0
16903,"('Nagel M', 'Cavazzini F')",[],0,"(1, 1)",0.0
16904,"('Nagel M', 'Yeo W')",[],0,"(1, 1)",0.0
16905,"('Nagel M', 'Brunak S')",[],0,"(1, 1)",0.0
16906,"('Nagel M', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
16907,"('Nagel M', 'Lamlertthon W')",[],0,"(1, 1)",0.0
16908,"('Nagel M', 'Guo J')",[],0,"(1, 1)",0.0
16909,"('Nagel M', 'Peng F')",[],0,"(1, 1)",0.0
16910,"('Nagel M', 'Bartoletti D')",[],0,"(1, 1)",0.0
16911,"('Nagel M', 'Hu R')",[],0,"(1, 1)",0.0
16912,"('Nagel M', 'Ferreira A')",[],0,"(1, 1)",0.0
16913,"('Nagel M', 'Gerasimov AV')",[],0,"(1, 1)",0.0
16914,"('Nagel M', 'Garosi G')",[10],1,"(1, 1)",1.0
16915,"('Nagel M', 'Song G')",[],0,"(1, 1)",0.0
16916,"('Nagel M', 'Zhang M')",[],0,"(1, 1)",0.0
16917,"('Nagel M', 'Zhou C')",[],0,"(1, 1)",0.0
16918,"('Nagel M', 'Peng D')",[],0,"(1, 1)",0.0
16919,"('Nagel M', 'Chen YM.')",[],0,"(1, 1)",0.0
16920,"('Figueiredo I', 'Sumanasuriya S')",[6],1,"(1, 1)",1.0
16921,"('Figueiredo I', 'Ma YT')",[],0,"(1, 1)",0.0
16922,"('Figueiredo I', 'Campistol J')",[],0,"(1, 1)",0.0
16923,"('Figueiredo I', 'Tang D')",[],0,"(1, 1)",0.0
16924,"('Figueiredo I', 'G\xc3\xa9rolami R')",[],0,"(1, 1)",0.0
16925,"('Figueiredo I', 'Sheng W')",[],0,"(1, 1)",0.0
16926,"('Figueiredo I', 'Thongsawat S')",[],0,"(1, 1)",0.0
16927,"('Figueiredo I', 'Lim HY')",[],0,"(1, 1)",0.0
16928,"('Figueiredo I', 'Bergamaschi M')",[],0,"(1, 1)",0.0
16929,"('Figueiredo I', 'Zhou Q')",[],0,"(1, 1)",0.0
16930,"('Figueiredo I', 'Garavaglia B')",[],0,"(1, 1)",0.0
16931,"('Figueiredo I', 'Zhang T')",[],0,"(1, 1)",0.0
16932,"('Figueiredo I', 'Liang L')",[],0,"(1, 1)",0.0
16933,"('Figueiredo I', 'Orcesi S.')",[],0,"(1, 1)",0.0
16934,"('Figueiredo I', 'Kuligina EV')",[],0,"(1, 1)",0.0
16935,"('Figueiredo I', 'Nardocci N')",[],0,"(1, 1)",0.0
16936,"('Figueiredo I', 'Ding Y')",[],0,"(1, 1)",0.0
16937,"('Figueiredo I', 'Palumbo GA')",[],0,"(1, 1)",0.0
16938,"('Figueiredo I', 'Shi LP')",[],0,"(1, 1)",0.0
16939,"('Figueiredo I', 'Huang Z')",[],0,"(1, 1)",0.0
16940,"('Figueiredo I', 'Chuai S')",[],0,"(1, 1)",0.0
16941,"('Figueiredo I', 'Torra R')",[],0,"(1, 1)",0.0
16942,"('Figueiredo I', 'Liu S')",[],0,"(1, 1)",0.0
16943,"('Figueiredo I', 'An T')",[],0,"(1, 1)",0.0
16944,"('Figueiredo I', 'Guida M.')",[],0,"(1, 1)",0.0
16945,"('Figueiredo I', 'Cao Y')",[],0,"(1, 1)",0.0
16946,"('Figueiredo I', 'Huang W')",[],0,"(1, 1)",0.0
16947,"('Figueiredo I', 'Zhao Q')",[],0,"(1, 1)",0.0
16948,"('Figueiredo I', 'Cavazzini F')",[],0,"(1, 1)",0.0
16949,"('Figueiredo I', 'Yeo W')",[],0,"(1, 1)",0.0
16950,"('Figueiredo I', 'Brunak S')",[],0,"(1, 1)",0.0
16951,"('Figueiredo I', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
16952,"('Figueiredo I', 'Lamlertthon W')",[],0,"(1, 1)",0.0
16953,"('Figueiredo I', 'Guo J')",[],0,"(1, 1)",0.0
16954,"('Figueiredo I', 'Peng F')",[],0,"(1, 1)",0.0
16955,"('Figueiredo I', 'Bartoletti D')",[],0,"(1, 1)",0.0
16956,"('Figueiredo I', 'Hu R')",[],0,"(1, 1)",0.0
16957,"('Figueiredo I', 'Ferreira A')",[6],1,"(1, 1)",1.0
16958,"('Figueiredo I', 'Gerasimov AV')",[],0,"(1, 1)",0.0
16959,"('Figueiredo I', 'Garosi G')",[],0,"(1, 1)",0.0
16960,"('Figueiredo I', 'Song G')",[],0,"(1, 1)",0.0
16961,"('Figueiredo I', 'Zhang M')",[],0,"(1, 1)",0.0
16962,"('Figueiredo I', 'Zhou C')",[],0,"(1, 1)",0.0
16963,"('Figueiredo I', 'Peng D')",[],0,"(1, 1)",0.0
16964,"('Figueiredo I', 'Chen YM.')",[],0,"(1, 1)",0.0
16965,"('Sumanasuriya S', 'Ma YT')",[],0,"(1, 1)",0.0
16966,"('Sumanasuriya S', 'Campistol J')",[],0,"(1, 1)",0.0
16967,"('Sumanasuriya S', 'Tang D')",[],0,"(1, 1)",0.0
16968,"('Sumanasuriya S', 'G\xc3\xa9rolami R')",[],0,"(1, 1)",0.0
16969,"('Sumanasuriya S', 'Sheng W')",[],0,"(1, 1)",0.0
16970,"('Sumanasuriya S', 'Thongsawat S')",[],0,"(1, 1)",0.0
16971,"('Sumanasuriya S', 'Lim HY')",[],0,"(1, 1)",0.0
16972,"('Sumanasuriya S', 'Bergamaschi M')",[],0,"(1, 1)",0.0
16973,"('Sumanasuriya S', 'Zhou Q')",[],0,"(1, 1)",0.0
16974,"('Sumanasuriya S', 'Garavaglia B')",[],0,"(1, 1)",0.0
16975,"('Sumanasuriya S', 'Zhang T')",[],0,"(1, 1)",0.0
16976,"('Sumanasuriya S', 'Liang L')",[],0,"(1, 1)",0.0
16977,"('Sumanasuriya S', 'Orcesi S.')",[],0,"(1, 1)",0.0
16978,"('Sumanasuriya S', 'Kuligina EV')",[],0,"(1, 1)",0.0
16979,"('Sumanasuriya S', 'Nardocci N')",[],0,"(1, 1)",0.0
16980,"('Sumanasuriya S', 'Ding Y')",[],0,"(1, 1)",0.0
16981,"('Sumanasuriya S', 'Palumbo GA')",[],0,"(1, 1)",0.0
16982,"('Sumanasuriya S', 'Shi LP')",[],0,"(1, 1)",0.0
16983,"('Sumanasuriya S', 'Huang Z')",[],0,"(1, 1)",0.0
16984,"('Sumanasuriya S', 'Chuai S')",[],0,"(1, 1)",0.0
16985,"('Sumanasuriya S', 'Torra R')",[],0,"(1, 1)",0.0
16986,"('Sumanasuriya S', 'Liu S')",[],0,"(1, 1)",0.0
16987,"('Sumanasuriya S', 'An T')",[],0,"(1, 1)",0.0
16988,"('Sumanasuriya S', 'Guida M.')",[],0,"(1, 1)",0.0
16989,"('Sumanasuriya S', 'Cao Y')",[],0,"(1, 1)",0.0
16990,"('Sumanasuriya S', 'Huang W')",[],0,"(1, 1)",0.0
16991,"('Sumanasuriya S', 'Zhao Q')",[],0,"(1, 1)",0.0
16992,"('Sumanasuriya S', 'Cavazzini F')",[],0,"(1, 1)",0.0
16993,"('Sumanasuriya S', 'Yeo W')",[],0,"(1, 1)",0.0
16994,"('Sumanasuriya S', 'Brunak S')",[],0,"(1, 1)",0.0
16995,"('Sumanasuriya S', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
16996,"('Sumanasuriya S', 'Lamlertthon W')",[],0,"(1, 1)",0.0
16997,"('Sumanasuriya S', 'Guo J')",[],0,"(1, 1)",0.0
16998,"('Sumanasuriya S', 'Peng F')",[],0,"(1, 1)",0.0
16999,"('Sumanasuriya S', 'Bartoletti D')",[],0,"(1, 1)",0.0
17000,"('Sumanasuriya S', 'Hu R')",[],0,"(1, 1)",0.0
17001,"('Sumanasuriya S', 'Ferreira A')",[6],1,"(1, 1)",1.0
17002,"('Sumanasuriya S', 'Gerasimov AV')",[],0,"(1, 1)",0.0
17003,"('Sumanasuriya S', 'Garosi G')",[],0,"(1, 1)",0.0
17004,"('Sumanasuriya S', 'Song G')",[],0,"(1, 1)",0.0
17005,"('Sumanasuriya S', 'Zhang M')",[],0,"(1, 1)",0.0
17006,"('Sumanasuriya S', 'Zhou C')",[],0,"(1, 1)",0.0
17007,"('Sumanasuriya S', 'Peng D')",[],0,"(1, 1)",0.0
17008,"('Sumanasuriya S', 'Chen YM.')",[],0,"(1, 1)",0.0
17009,"('Ma YT', 'Campistol J')",[],0,"(1, 1)",0.0
17010,"('Ma YT', 'Tang D')",[],0,"(1, 1)",0.0
17011,"('Ma YT', 'G\xc3\xa9rolami R')",[12],1,"(1, 1)",1.0
17012,"('Ma YT', 'Sheng W')",[],0,"(1, 1)",0.0
17013,"('Ma YT', 'Thongsawat S')",[12],1,"(1, 1)",1.0
17014,"('Ma YT', 'Lim HY')",[12],1,"(1, 1)",1.0
17015,"('Ma YT', 'Bergamaschi M')",[],0,"(1, 1)",0.0
17016,"('Ma YT', 'Zhou Q')",[],0,"(1, 1)",0.0
17017,"('Ma YT', 'Garavaglia B')",[],0,"(1, 1)",0.0
17018,"('Ma YT', 'Zhang T')",[],0,"(1, 1)",0.0
17019,"('Ma YT', 'Liang L')",[],0,"(1, 1)",0.0
17020,"('Ma YT', 'Orcesi S.')",[],0,"(1, 1)",0.0
17021,"('Ma YT', 'Kuligina EV')",[],0,"(1, 1)",0.0
17022,"('Ma YT', 'Nardocci N')",[],0,"(1, 1)",0.0
17023,"('Ma YT', 'Ding Y')",[],0,"(1, 1)",0.0
17024,"('Ma YT', 'Palumbo GA')",[],0,"(1, 1)",0.0
17025,"('Ma YT', 'Shi LP')",[],0,"(1, 1)",0.0
17026,"('Ma YT', 'Huang Z')",[],0,"(1, 1)",0.0
17027,"('Ma YT', 'Chuai S')",[],0,"(1, 1)",0.0
17028,"('Ma YT', 'Torra R')",[],0,"(1, 1)",0.0
17029,"('Ma YT', 'Liu S')",[],0,"(1, 1)",0.0
17030,"('Ma YT', 'An T')",[],0,"(1, 1)",0.0
17031,"('Ma YT', 'Guida M.')",[],0,"(1, 1)",0.0
17032,"('Ma YT', 'Cao Y')",[],0,"(1, 1)",0.0
17033,"('Ma YT', 'Huang W')",[],0,"(1, 1)",0.0
17034,"('Ma YT', 'Zhao Q')",[],0,"(1, 1)",0.0
17035,"('Ma YT', 'Cavazzini F')",[],0,"(1, 1)",0.0
17036,"('Ma YT', 'Yeo W')",[12],1,"(1, 1)",1.0
17037,"('Ma YT', 'Brunak S')",[],0,"(1, 1)",0.0
17038,"('Ma YT', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
17039,"('Ma YT', 'Lamlertthon W')",[12],1,"(1, 1)",1.0
17040,"('Ma YT', 'Guo J')",[],0,"(1, 1)",0.0
17041,"('Ma YT', 'Peng F')",[],0,"(1, 1)",0.0
17042,"('Ma YT', 'Bartoletti D')",[],0,"(1, 1)",0.0
17043,"('Ma YT', 'Hu R')",[],0,"(1, 1)",0.0
17044,"('Ma YT', 'Ferreira A')",[],0,"(1, 1)",0.0
17045,"('Ma YT', 'Gerasimov AV')",[],0,"(1, 1)",0.0
17046,"('Ma YT', 'Garosi G')",[],0,"(1, 1)",0.0
17047,"('Ma YT', 'Song G')",[],0,"(1, 1)",0.0
17048,"('Ma YT', 'Zhang M')",[],0,"(1, 1)",0.0
17049,"('Ma YT', 'Zhou C')",[],0,"(1, 1)",0.0
17050,"('Ma YT', 'Peng D')",[],0,"(1, 1)",0.0
17051,"('Ma YT', 'Chen YM.')",[],0,"(1, 1)",0.0
17052,"('Campistol J', 'Tang D')",[],0,"(1, 1)",0.0
17053,"('Campistol J', 'G\xc3\xa9rolami R')",[],0,"(1, 1)",0.0
17054,"('Campistol J', 'Sheng W')",[],0,"(1, 1)",0.0
17055,"('Campistol J', 'Thongsawat S')",[],0,"(1, 1)",0.0
17056,"('Campistol J', 'Lim HY')",[],0,"(1, 1)",0.0
17057,"('Campistol J', 'Bergamaschi M')",[],0,"(1, 1)",0.0
17058,"('Campistol J', 'Zhou Q')",[],0,"(1, 1)",0.0
17059,"('Campistol J', 'Garavaglia B')",[3],1,"(1, 1)",1.0
17060,"('Campistol J', 'Zhang T')",[],0,"(1, 1)",0.0
17061,"('Campistol J', 'Liang L')",[],0,"(1, 1)",0.0
17062,"('Campistol J', 'Orcesi S.')",[3],1,"(1, 1)",1.0
17063,"('Campistol J', 'Kuligina EV')",[],0,"(1, 1)",0.0
17064,"('Campistol J', 'Nardocci N')",[3],1,"(1, 1)",1.0
17065,"('Campistol J', 'Ding Y')",[],0,"(1, 1)",0.0
17066,"('Campistol J', 'Palumbo GA')",[],0,"(1, 1)",0.0
17067,"('Campistol J', 'Shi LP')",[],0,"(1, 1)",0.0
17068,"('Campistol J', 'Huang Z')",[],0,"(1, 1)",0.0
17069,"('Campistol J', 'Chuai S')",[],0,"(1, 1)",0.0
17070,"('Campistol J', 'Torra R')",[],0,"(1, 1)",0.0
17071,"('Campistol J', 'Liu S')",[],0,"(1, 1)",0.0
17072,"('Campistol J', 'An T')",[],0,"(1, 1)",0.0
17073,"('Campistol J', 'Guida M.')",[],0,"(1, 1)",0.0
17074,"('Campistol J', 'Cao Y')",[],0,"(1, 1)",0.0
17075,"('Campistol J', 'Huang W')",[],0,"(1, 1)",0.0
17076,"('Campistol J', 'Zhao Q')",[],0,"(1, 1)",0.0
17077,"('Campistol J', 'Cavazzini F')",[],0,"(1, 1)",0.0
17078,"('Campistol J', 'Yeo W')",[],0,"(1, 1)",0.0
17079,"('Campistol J', 'Brunak S')",[],0,"(1, 1)",0.0
17080,"('Campistol J', 'Matey-Hernandez ML; Danish Pan Genome Consortium.')",[],0,"(1, 1)",0.0
17081,"('Campistol J', 'Lamlertthon W')",[],0,"(1, 1)",0.0
17082,"('Campistol J', 'Guo J')",[],0,"(1, 1)",0.0
17083,"('Campistol J', 'Peng F')",[],0,"(1, 1)",0.0
17084,"('Campistol J', 'Bartoletti D')",[],0,"(1, 1)",0.0
17085,"('Campistol J', 'Hu R')",[],0,"(1, 1)",0.0
17086,"('Campistol J', 'Ferreira A')",[],0,"(1, 1)",0.0
17087,"('Campistol J', 'Gerasimov AV')",[],0,"(1, 1)",0.0
17088,"('Campistol J', 'Garosi G')",[],0,"(1, 1)",0.0
17089,"('Campistol J', 'Song G')",[],0,"(1, 1)",0.0
17090,"('Campistol J', 'Zhang M')",[],0,"(1, 1)",0.0
